Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Borough
21571123,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,WEST 190 STREET,NEW YORK,Closed,MANHATTAN
21571836,10-03-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Noise,,10038,JOHN STREET,NEW YORK,Closed,MANHATTAN
21572732,10-03-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21573021,10-03-2011 0:00,10/14/2011 12:00 AM,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10019,WEST 49 STREET,NEW YORK,Closed,MANHATTAN
21573037,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Transportation,Street Condition,Street,10011,WEST 20 STREET,NEW YORK,Closed,MANHATTAN
21573991,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Buildings,Plumbing,,10004,STONE STREET,NEW YORK,Closed,MANHATTAN
21574120,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Urinating in Public,Store/Commercial,10007,CHURCH STREET,NEW YORK,Closed,MANHATTAN
21574129,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21573699,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,WEST 133 STREET,NEW YORK,Closed,MANHATTAN
21573435,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10027,LASALLE STREET,NEW YORK,Closed,MANHATTAN
21573613,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10028,EAST 81 STREET,NEW YORK,Closed,MANHATTAN
21573614,10-03-2011 0:00,10-06-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,WEST 103 STREET,NEW YORK,Closed,MANHATTAN
21573617,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10039,MACOMBS PLACE,NEW YORK,Closed,MANHATTAN
21575440,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,MANHATTAN
21576326,10-04-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,WEST 145 STREET,NEW YORK,Closed,MANHATTAN
21576614,10-04-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10019,WEST 55 STREET,NEW YORK,Closed,MANHATTAN
21576616,10-04-2011 0:00,10-11-2011 0:00,Department of Transportation,Street Condition,Street,10012,WEST BROADWAY,NEW YORK,Closed,MANHATTAN
21579307,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10038,BROADWAY,NEW YORK,Closed,MANHATTAN
21578564,10-04-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10012,MACDOUGAL STREET,NEW YORK,Closed,MANHATTAN
21578742,10-04-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10040,NAGLE AVENUE,NEW YORK,Closed,MANHATTAN
21577371,10-04-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10032,BROADWAY,NEW YORK,Closed,MANHATTAN
21580234,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10040,HILLSIDE AVENUE,NEW YORK,Closed,MANHATTAN
21580237,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10037,WEST 142 STREET,NEW YORK,Closed,MANHATTAN
21580242,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10031,HAMILTON PLACE,NEW YORK,Closed,MANHATTAN
21580447,10-04-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10029,3 AVENUE,NEW YORK,Closed,MANHATTAN
21582945,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,EAST 66 STREET,NEW YORK,Closed,MANHATTAN
21582951,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,HAMILTON PLACE,NEW YORK,Closed,MANHATTAN
21582500,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10021,YORK AVENUE,NEW YORK,Closed,MANHATTAN
21570988,10-03-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10002,GRAND STREET,NEW YORK,Closed,MANHATTAN
21572380,10-03-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10065,EAST 66 STREET,NEW YORK,Closed,MANHATTAN
21572384,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10034,WEST 207 STREET,NEW YORK,Closed,MANHATTAN
21572389,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10013,MULBERRY STREET,NEW YORK,Closed,MANHATTAN
21572745,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10037,WEST 139 STREET,NEW YORK,Closed,MANHATTAN
21573079,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21574014,10-03-2011 0:00,10-04-2011 0:00,Manhattan 04,Sanitation Condition,Street,10019,WEST 55 STREET,NEW YORK,Closed,MANHATTAN
21574144,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10021,SECOND AVENUE,NEW YORK,Closed,MANHATTAN
21574371,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 60 STREET,NEW YORK,Closed,MANHATTAN
21573141,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10021,3 AVENUE,NEW YORK,Closed,MANHATTAN
21573463,10-03-2011 0:00,10-07-2011 0:00,Department of Transportation,Street Condition,Street,10003,EAST 6 STREET,NEW YORK,Closed,MANHATTAN
21576269,10-04-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10010,2 AVENUE,NEW YORK,Closed,MANHATTAN
21576990,10-04-2011 0:00,10-12-2011 0:00,Department of Environmental Protection,Noise,,10011,WEST 16 STREET,NEW YORK,Closed,MANHATTAN
21578745,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Drinking,Street/Sidewalk,10031,WEST 148 STREET,NEW YORK,Closed,MANHATTAN
21578746,10-04-2011 0:00,10-04-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10026,WEST 117 STREET,NEW YORK,Closed,MANHATTAN
21577734,10-04-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Broken Muni Meter,Street,10024,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21580319,10-04-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,EAST HOUSTON STREET,NEW YORK,Closed,MANHATTAN
21583091,10-04-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Water System,,10039,WEST 147 STREET,NEW YORK,Closed,MANHATTAN
21582986,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,3 AVENUE,NEW YORK,Closed,MANHATTAN
21582776,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10028,EAST 83 STREET,NEW YORK,Closed,MANHATTAN
21569613,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21572411,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,WEST 125 STREET,NEW YORK,Closed,MANHATTAN
21572425,10-03-2011 0:00,10-07-2011 0:00,Department of Health and Mental Hygiene,Rodent,Commercial Building,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21572574,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10034,COOPER STREET,NEW YORK,Closed,MANHATTAN
21572770,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21573771,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10034,WEST 207 STREET,NEW YORK,Closed,MANHATTAN
21573729,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,WEST 140 STREET,NEW YORK,Closed,MANHATTAN
21574636,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,ARDEN STREET,NEW YORK,Closed,MANHATTAN
21574156,10-03-2011 0:00,10-07-2011 0:00,BCC - Manhattan,Derelict Bicycle,Street,10028,EAST 83 STREET,NEW YORK,Closed,MANHATTAN
21574165,10-03-2011 0:00,10-04-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10065,EAST 66 STREET,NEW YORK,Closed,MANHATTAN
21573618,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21575481,10-03-2011 0:00,10-12-2011 0:00,Department of Health and Mental Hygiene,Food Poisoning,Other (Explain Below),10003,EAST 14 STREET,NEW YORK,Closed,MANHATTAN
21575497,10-03-2011 0:00,10-12-2011 0:00,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10025,WEST 105 STREET,NEW YORK,Closed,MANHATTAN
21576284,10-04-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10010,2 AVENUE,NEW YORK,Closed,MANHATTAN
21577068,10-04-2011 0:00,10-05-2011 0:00,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10033,WEST 180 STREET,NEW YORK,Closed,MANHATTAN
21577072,10-04-2011 0:00,10-04-2011 0:00,Manhattan 04,Sanitation Condition,Street,10011,WEST 17 STREET,NEW YORK,Closed,MANHATTAN
21577076,10-04-2011 0:00,10-05-2011 0:00,BCC - Manhattan,Dirty Conditions,Sidewalk,10023,WEST 66 STREET,NEW YORK,Closed,MANHATTAN
21577099,10-04-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10012,SPRING STREET,NEW YORK,Closed,MANHATTAN
21577107,10-04-2011 0:00,10-07-2011 0:00,BCC - Manhattan,Other Enforcement,Sidewalk,10003,EAST   17 STREET,NEW YORK,Closed,MANHATTAN
21578994,10-04-2011 0:00,10-04-2011 0:00,Department of Buildings,General Construction/Plumbing,,10013,NORTH MOORE STREET,NEW YORK,Closed,MANHATTAN
21578998,10-04-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Noise,,10007,MURRAY STREET,NEW YORK,Closed,MANHATTAN
21578585,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10009,EAST 6 STREET,NEW YORK,Closed,MANHATTAN
21578587,10-04-2011 0:00,10-04-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10027,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21578591,10-04-2011 0:00,10-04-2011 0:00,Exemption Unit,DOF Parking - Tax Exemption,Address,10003,BROADWAY,NEW YORK,Closed,MANHATTAN
21578612,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10031,HAMILTON PLACE,NEW YORK,Closed,MANHATTAN
21577374,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10037,WEST 142 STREET,NEW YORK,Closed,MANHATTAN
21580260,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,WEST 125 STREET,NEW YORK,Closed,MANHATTAN
21583124,10-04-2011 0:00,10-12-2011 0:00,Department of Buildings,BEST/Site Safety,,10018,WEST 38 STREET,NEW YORK,Closed,MANHATTAN
21583125,10-04-2011 0:00,10-05-2011 0:00,Department of Buildings,Special Projects Inspection Team (SPIT),,10075,EAST 78 STREET,NEW YORK,Closed,MANHATTAN
21589136,10-05-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10019,8 AVENUE,NEW YORK,Closed,MANHATTAN
21589245,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10013,MOTT STREET,NEW YORK,Closed,MANHATTAN
21581408,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21581360,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10075,EAST 77 STREET,NEW YORK,Closed,MANHATTAN
21581286,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10037,WEST 142 STREET,NEW YORK,Closed,MANHATTAN
21581371,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,ARDEN STREET,NEW YORK,Closed,MANHATTAN
21581227,10-04-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10030,WEST 138 STREET,NEW YORK,Closed,MANHATTAN
21588124,10-04-2011 0:00,10-12-2011 0:00,Department of Transportation,Street Condition,,10011,GREENWICH AVENUE,NEW YORK,Closed,MANHATTAN
21588126,10-05-2011 0:00,10-12-2011 0:00,Department of Transportation,Street Condition,,10002,RUTGERS SLIP,NEW YORK,Closed,MANHATTAN
21588127,10-05-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,RIDGE STREET,NEW YORK,Closed,MANHATTAN
21586276,10-05-2011 0:00,10-07-2011 0:00,Exemption Unit,DOF Parking - Tax Exemption,Address,10044,MAIN STREET,NEW YORK,Closed,MANHATTAN
21586286,10-05-2011 0:00,10-07-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10029,EAST 101 STREET,NEW YORK,Closed,MANHATTAN
21586446,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10025,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21586246,10-05-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,WEST 94 STREET,NEW YORK,Closed,MANHATTAN
21583738,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10035,EAST 119 STREET,NEW YORK,Closed,MANHATTAN
21583739,10-04-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Condition,Street,10065,PARK AVENUE,NEW YORK,Closed,MANHATTAN
21583250,10-04-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Street,10036,WEST 42 STREET,NEW YORK,Closed,MANHATTAN
21583227,10-04-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10013,ELIZABETH STREET,NEW YORK,Closed,MANHATTAN
21583417,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 162 STREET,NEW YORK,Closed,MANHATTAN
21583566,10-04-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,EAST 44 STREET,NEW YORK,Closed,MANHATTAN
21583787,10-04-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10026,WEST 117 STREET,NEW YORK,Closed,MANHATTAN
21584494,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10029,EAST 105 STREET,NEW YORK,Closed,MANHATTAN
21584496,10-05-2011 0:00,10-06-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10017,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21584505,10-05-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10128,3 AVENUE,NEW YORK,Closed,MANHATTAN
21584760,10-05-2011 0:00,10-12-2011 0:00,Bureau of Fire Prevention - Alarm Unit - Inspections,Fire Alarm - Reinspection,Street Address,10011,WEST 24 STREET,NEW YORK,Closed,MANHATTAN
21584780,10-05-2011 0:00,10-07-2011 0:00,Department of Health and Mental Hygiene,Rodent,Commercial Building,10027,WEST 125 STREET,NEW YORK,Closed,MANHATTAN
21585100,10-05-2011 0:00,10-05-2011 0:00,Manhattan 04,Derelict Vehicles,Street,10019,WEST 49 STREET,NEW YORK,Pending,MANHATTAN
21585296,10-05-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10031,WEST 151 STREET,NEW YORK,Closed,MANHATTAN
21587134,10-05-2011 0:00,10-10-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10002,EAST HOUSTON STREET,NEW YORK,Closed,MANHATTAN
21585395,10-05-2011 0:00,10-05-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10026,WEST 114 STREET,NEW YORK,Closed,MANHATTAN
21585491,10-05-2011 0:00,10-05-2011 0:00,Department of Transportation,Street Condition,Street,10018,WEST 36 STREET,NEW YORK,Closed,MANHATTAN
21585513,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10021,YORK AVENUE,NEW YORK,Closed,MANHATTAN
21585664,10-06-2011 0:00,10-06-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 141 STREET,NEW YORK,Closed,MANHATTAN
21585667,10-06-2011 0:00,10-06-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10009,EAST 6 STREET,NEW YORK,Closed,MANHATTAN
21585671,10-05-2011 0:00,10-06-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10003,EAST 1 STREET,NEW YORK,Closed,MANHATTAN
21585678,10-05-2011 0:00,09/29/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10009,STUYVESANT OVAL,NEW YORK,Pending,MANHATTAN
21585690,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10039,WEST 150 STREET,NEW YORK,Closed,MANHATTAN
21585691,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Traffic,Street/Sidewalk,10011,WEST 23 STREET,NEW YORK,Closed,MANHATTAN
21588879,10-05-2011 0:00,10-11-2011 0:00,Department of Buildings,Investigations and Discipline (IAD),,10025,RIVERSIDE DRIVE,NEW YORK,Closed,MANHATTAN
21588880,10-05-2011 0:00,10-12-2011 0:00,Department of Buildings,General Construction/Plumbing,,10013,GREENWICH STREET,NEW YORK,Closed,MANHATTAN
21588189,10-05-2011 0:00,10-11-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10033,WEST 176 STREET,NEW YORK,Closed,MANHATTAN
21588496,10-05-2011 0:00,10-10-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10075,1 AVENUE,NEW YORK,Closed,MANHATTAN
21588509,10-06-2011 0:00,10-06-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10013,CROSBY STREET,NEW YORK,Closed,MANHATTAN
21581441,10-04-2011 0:00,10-04-2011 0:00,New York City Police Department,Homeless Encampment,Park/Playground,10014,6 AVENUE,NEW YORK,Closed,MANHATTAN
21582836,10-04-2011 0:00,10-04-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10009,AVENUE A,NEW YORK,Closed,MANHATTAN
21591300,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10017,EAST 45 STREET,NEW YORK,Closed,MANHATTAN
21591303,10-05-2011 0:00,10/14/2011 12:00 AM,Department of Transportation,Street Condition,Street,10011,WEST 20 STREET,NEW YORK,Closed,MANHATTAN
21591090,10-05-2011 0:00,10-12-2011 0:00,Department of Transportation,Street Condition,,10002,JACKSON STREET,NEW YORK,Closed,MANHATTAN
21591472,10-05-2011 0:00,10-06-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10026,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,MANHATTAN
21591113,10-04-2011 0:00,10-07-2011 0:00,Department of Transportation,Street Condition,,10013,WASHINGTON STREET,NEW YORK,Closed,MANHATTAN
21591508,10-05-2011 0:00,10-06-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10003,EAST 7 STREET,NEW YORK,Closed,MANHATTAN
21591524,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10016,EAST 40 STREET,NEW YORK,Closed,MANHATTAN
21591037,10-05-2011 0:00,10-05-2011 0:00,BCC - Manhattan,Dirty Conditions,Sidewalk,10028,EAST   83 STREET,NEW YORK,Closed,MANHATTAN
21591210,10-05-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,WEST 123 STREET,NEW YORK,Closed,MANHATTAN
21592334,10-06-2011 0:00,10-06-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10031,WEST 134 STREET,NEW YORK,Closed,MANHATTAN
21592344,10-06-2011 0:00,10-06-2011 0:00,Department of Transportation,Street Condition,Street,10016,EAST 38 STREET,NEW YORK,Closed,MANHATTAN
21592036,10-06-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10040,FT GEORGE AVENUE,NEW YORK,Closed,MANHATTAN
21591677,10-06-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10025,WEST 108 STREET,NEW YORK,Closed,MANHATTAN
21591689,10-06-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10031,WEST 146 STREET,NEW YORK,Closed,MANHATTAN
21591700,10-06-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21591702,10-06-2011 0:00,10-12-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10029,EAST 112 STREET,NEW YORK,Closed,MANHATTAN
21591712,10-06-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,EAST 13 STREET,NEW YORK,Closed,MANHATTAN
21587270,10-05-2011 0:00,10-07-2011 0:00,Department of Transportation,Street Condition,Street,10003,EAST 6 STREET,NEW YORK,Closed,MANHATTAN
21587509,10-06-2011 0:00,10-06-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10031,WEST 141 STREET,NEW YORK,Closed,MANHATTAN
21587686,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10010,EAST 22 STREET,NEW YORK,Closed,MANHATTAN
21587178,10-05-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 159 STREET,NEW YORK,Closed,MANHATTAN
21586345,10-05-2011 0:00,10-05-2011 0:00,Department of Health and Mental Hygiene,Food Poisoning,Other (Explain Below),10019,WEST 52 STREET,NEW YORK,Closed,MANHATTAN
21586450,10-06-2011 0:00,10-06-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10012,THOMPSON STREET,NEW YORK,Closed,MANHATTAN
21586461,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10039,7 AVENUE,NEW YORK,Closed,MANHATTAN
21586464,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10029,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21582854,10-04-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10032,WEST 157 STREET,NEW YORK,Closed,MANHATTAN
21582600,10-04-2011 0:00,10-05-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,Street Address,10006,JOE DIMAGGIO HIGHWAY,NEW YORK,Closed,MANHATTAN
21583309,10-04-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,EAST 61 STREET,NEW YORK,Closed,MANHATTAN
21586526,10-05-2011 0:00,10-06-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10012,WOOSTER STREET,NEW YORK,Closed,MANHATTAN
21586723,10-05-2011 0:00,10-11-2011 0:00,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10033,BROADWAY,NEW YORK,Closed,MANHATTAN
21583939,10-05-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10002,F D R DRIVE,NEW YORK,Closed,MANHATTAN
21583276,10-03-2011 0:00,10-07-2011 0:00,Department of Transportation,Street Condition,,10006,BROADWAY,NEW YORK,Closed,MANHATTAN
21583278,10-04-2011 0:00,10-05-2011 0:00,Department of Transportation,Street Condition,,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21583330,10-03-2011 0:00,10-05-2011 0:00,Department of Transportation,Street Condition,,10032,WEST  168 STREET,NEW YORK,Closed,MANHATTAN
21584792,10-05-2011 0:00,10-05-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,GRAND STREET,NEW YORK,Closed,MANHATTAN
21584800,10-05-2011 0:00,10-06-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10014,JONES STREET,NEW YORK,Closed,MANHATTAN
21585300,10-05-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,AVENUE B,NEW YORK,Closed,MANHATTAN
21585015,10-05-2011 0:00,10-07-2011 0:00,Department of Buildings,BEST/Site Safety,,10128,EAST 87 STREET,NEW YORK,Closed,MANHATTAN
21585104,10-05-2011 0:00,10-11-2011 0:00,A - Canine Task Force Citywide,Dirty Conditions,Sidewalk,10027,7 AVENUE,NEW YORK,Closed,MANHATTAN
