Unique Key,Created Date,Closed Date,Agency Name,Complaint Type,Location Type,Incident Zip,Street Name,City,Status,Borough
21564846,10-02-2011 0:00,10-03-2011 0:00,Department of Environmental Protection,Air Quality,,10040,FT WASHINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21564814,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21564861,10-02-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Litter Basket / Request,Sidewalk,10003,EAST 14 STREET,NEW YORK,Closed,MANHATTAN
21565018,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,1 AVENUE,NEW YORK,Closed,MANHATTAN
21565603,10-02-2011 0:00,10-02-2011 0:00,Department of Environmental Protection,Hazardous Materials,,10016,EAST 32 STREET,NEW YORK,Closed,MANHATTAN
21565861,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Panhandling,Store/Commercial,10011,WEST 22 STREET,NEW YORK,Closed,MANHATTAN
21565864,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10039,8 AVENUE,NEW YORK,Closed,MANHATTAN
21565866,10-02-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10014,7 AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21565885,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,1 AVENUE,NEW YORK,Closed,MANHATTAN
21565511,10-02-2011 0:00,10-11-2011 0:00,Department of Transportation,Sidewalk Condition,Sidewalk,10016,EAST 31 STREET,NEW YORK,Closed,MANHATTAN
21566832,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10031,WEST 141 STREET,NEW YORK,Closed,MANHATTAN
21566833,10-02-2011 0:00,10-06-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10024,WEST 90 STREET,NEW YORK,Closed,MANHATTAN
21566558,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10463,JACOBUS PLACE,NEW YORK,Closed,MANHATTAN
21566709,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Disorderly Youth,Residential Building/House,10032,FORT WASHINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21566604,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 71 STREET,NEW YORK,Closed,MANHATTAN
21566609,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10024,BROADWAY,NEW YORK,Closed,MANHATTAN
21566959,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,MANHATTAN
21566855,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10017,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21566859,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10016,1 AVENUE,NEW YORK,Closed,MANHATTAN
21566044,10-02-2011 0:00,10-07-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10014,KING STREET,NEW YORK,Closed,MANHATTAN
21566123,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,MANHATTAN
21566135,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10006,LIBERTY PLAZA,NEW YORK,Closed,MANHATTAN
21566053,10-02-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10009,AVENUE B,NEW YORK,Closed,MANHATTAN
21566061,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WEST 184 STREET,NEW YORK,Closed,MANHATTAN
21567990,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Condition,Street,10004,STONE STREET,NEW YORK,Closed,MANHATTAN
21567991,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Condition,Street,10007,BARCLAY STREET,NEW YORK,Closed,MANHATTAN
21568350,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Broken Muni Meter,Street,10023,COLUMBUS AVENUE,NEW YORK,Closed,MANHATTAN
21567912,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,General Construction/Plumbing,,10014,BEDFORD STREET,NEW YORK,Closed,MANHATTAN
21567913,10-03-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Sidewalk,10031,RIVERSIDE DRIVE,NEW YORK,Closed,MANHATTAN
21567914,10-03-2011 0:00,10-05-2011 0:00,Department of Buildings,Investigations and Discipline (IAD),,10019,WEST 49 STREET,NEW YORK,Closed,MANHATTAN
21567690,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,AMSTERDAM AVENUE,NEW YORK,Closed,MANHATTAN
21567663,10-03-2011 0:00,10-03-2011 0:00,Department of Transportation,Street Condition,Street,10282,WARREN STREET,NEW YORK,Closed,MANHATTAN
21567715,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,MANHATTAN
21567719,10-03-2011 0:00,10-04-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10009,AVENUE A,NEW YORK,Closed,MANHATTAN
21567721,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 111 STREET,NEW YORK,Closed,MANHATTAN
21567723,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10035,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21568249,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10021,EAST 75 STREET,NEW YORK,Closed,MANHATTAN
21568271,10-03-2011 0:00,10-05-2011 0:00,Department of Consumer Affairs,Consumer Complaint,,10002,ALLEN STREET,NEW YORK,Closed,MANHATTAN
21568274,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10026,CENTRAL PARK NORTH,NEW YORK,Closed,MANHATTAN
21569213,10-03-2011 0:00,10-04-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10035,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21569218,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10021,EAST 72 STREET,NEW YORK,Closed,MANHATTAN
21568980,10-03-2011 0:00,10-04-2011 0:00,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,Sidewalk,10032,WEST 157 STREET,NEW YORK,Closed,MANHATTAN
21570356,10-03-2011 0:00,10-04-2011 0:00,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,Street Address,10016,PARK AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21570360,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10038,BROADWAY,NEW YORK,Closed,MANHATTAN
21570373,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10025,BROADWAY,NEW YORK,Closed,MANHATTAN
21570375,10-04-2011 0:00,10-04-2011 0:00,3-1-1 Call Center,Noise Survey,Street/Sidewalk,10007,CHURCH STREET,NEW YORK,Closed,MANHATTAN
21570382,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10013,MULBERRY STREET,NEW YORK,Closed,MANHATTAN
21569309,10-03-2011 0:00,10/13/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10019,WEST 55 STREET,NEW YORK,Closed,MANHATTAN
21569944,10-03-2011 0:00,10-06-2011 0:00,Department of Buildings,Electrical,,10013,BROOME STREET,NEW YORK,Closed,MANHATTAN
21569945,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,Plumbing,,10018,6 AVENUE,NEW YORK,Closed,MANHATTAN
21569947,10-03-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10065,MADISON AVENUE,NEW YORK,Closed,MANHATTAN
21569950,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,Building/Use,,10034,10 AVENUE,NEW YORK,Closed,MANHATTAN
21569952,10-03-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10011,WEST 13 STREET,NEW YORK,Closed,MANHATTAN
21569860,10-03-2011 0:00,10-07-2011 0:00,Department of Environmental Protection,Noise,,10006,WEST STREET,NEW YORK,Closed,MANHATTAN
21570248,10-03-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Park,Park/Playground,10006,BROADWAY,NEW YORK,Closed,MANHATTAN
21570567,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,WEST 164 STREET,NEW YORK,Closed,MANHATTAN
21570570,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10014,GREENWICH STREET,NEW YORK,Closed,MANHATTAN
21570769,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10032,WEST 164 STREET,NEW YORK,Closed,MANHATTAN
21570610,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10033,WADSWORTH AVENUE,NEW YORK,Closed,MANHATTAN
21570797,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,PLUMBING,RESIDENTIAL BUILDING,10027,WEST 129 STREET,NEW YORK,Closed,MANHATTAN
21570802,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,CONVENT AVENUE,NEW YORK,Closed,MANHATTAN
21570806,10-03-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10035,EAST 122 STREET,NEW YORK,Closed,MANHATTAN
21570654,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,RESIDENTIAL BUILDING,10040,BROADWAY,NEW YORK,Closed,MANHATTAN
21570520,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,RESIDENTIAL BUILDING,10040,BROADWAY,NEW YORK,Closed,MANHATTAN
21570661,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10016,3 AVENUE,NEW YORK,Closed,MANHATTAN
21570666,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 105 STREET,NEW YORK,Closed,MANHATTAN
21570719,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10010,EAST 23 STREET,NEW YORK,Closed,MANHATTAN
21567601,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Disorderly Youth,Residential Building/House,10031,WEST 141 STREET,NEW YORK,Closed,MANHATTAN
21567487,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10021,SECOND AVENUE,NEW YORK,Closed,MANHATTAN
21567527,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10006,LIBERTY PLAZA,NEW YORK,Closed,MANHATTAN
21567537,10-02-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10026,WEST 118 STREET,NEW YORK,Closed,MANHATTAN
21567417,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,ST MARKS PLACE,NEW YORK,Closed,MANHATTAN
21567084,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10128,EAST 90 STREET,NEW YORK,Closed,MANHATTAN
21567226,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,PRINCE STREET,NEW YORK,Closed,MANHATTAN
21567820,10-03-2011 0:00,10-07-2011 0:00,Department of Environmental Protection,Sewer,,10011,7 AVENUE,NEW YORK,Closed,MANHATTAN
21568068,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,City Vehicle Placard Complaint,Roadway,10019,WEST 53 STREET,NEW YORK,Closed,MANHATTAN
21568081,10-03-2011 0:00,10-03-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10013,BROOME STREET,NEW YORK,Closed,MANHATTAN
21568470,10-03-2011 0:00,10-09-2011 0:00,Department of Housing Preservation and Development,NONCONST,RESIDENTIAL BUILDING,10019,9 AVENUE,NEW YORK,Closed,MANHATTAN
21568296,10-03-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Sign - Missing,Street,10032,WEST 171 STREET,NEW YORK,Closed,MANHATTAN
21568524,10-03-2011 0:00,10-06-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10026,WEST 119 STREET,NEW YORK,Closed,MANHATTAN
21567902,10-03-2011 0:00,10-03-2011 0:00,Department of Buildings,BEST/Site Safety,,10022,EAST 56 STREET,NEW YORK,Closed,MANHATTAN
21568689,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,CENTRAL PARK WEST,NEW YORK,Closed,MANHATTAN
21568692,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,THAYER STREET,NEW YORK,Closed,MANHATTAN
21568647,10-03-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10029,EAST 115 STREET,NEW YORK,Closed,MANHATTAN
21568699,10-03-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10023,WEST 76 STREET,NEW YORK,Closed,MANHATTAN
21564084,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10033,ST NICHOLAS AVENUE,NEW YORK,Closed,MANHATTAN
21564146,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10002,ORCHARD STREET,NEW YORK,Closed,MANHATTAN
21563607,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10014,7 AVENUE SOUTH,NEW YORK,Closed,MANHATTAN
21567623,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10011,WEST 22 STREET,NEW YORK,Closed,MANHATTAN
21567627,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10010,6 AVENUE,NEW YORK,Closed,MANHATTAN
21567633,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10012,KENMARE STREET,NEW YORK,Closed,MANHATTAN
21567658,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10030,ADAM CLAYTON POWELL BOULEVARD,NEW YORK,Closed,MANHATTAN
21567548,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,EAST 18 STREET,NEW YORK,Closed,MANHATTAN
21567346,10-02-2011 0:00,10-04-2011 0:00,Department of Environmental Protection,Water System,,10018,WEST 39 STREET,NEW YORK,Closed,MANHATTAN
21567377,10-02-2011 0:00,10-05-2011 0:00,Department of Environmental Protection,Noise,,10075,YORK AVENUE,NEW YORK,Closed,MANHATTAN
21567098,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10023,WEST 68 STREET,NEW YORK,Closed,MANHATTAN
21567100,10-02-2011 0:00,10-03-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10014,9 AVENUE,NEW YORK,Closed,MANHATTAN
21567250,10-02-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Indoor Air Quality,3+ Family Apartment Building,10040,THAYER STREET,NEW YORK,Closed,MANHATTAN
21567108,10-02-2011 0:00,10-06-2011 0:00,Department of Health and Mental Hygiene,Indoor Air Quality,1-2 Family Mixed Use Building,10013,LEONARD STREET,NEW YORK,Closed,MANHATTAN
21564675,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,ORCHARD STREET,NEW YORK,Closed,MANHATTAN
21564683,10-03-2011 0:00,08/18/2011 12:00 AM,Department of Health and Mental Hygiene,Rodent,3+ Family Mixed Use Building,10024,WEST 89 STREET,NEW YORK,Pending,MANHATTAN
21564511,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10003,EAST 14 STREET,NEW YORK,Closed,MANHATTAN
21564512,10-02-2011 0:00,10-07-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10040,ARDEN STREET,NEW YORK,Closed,MANHATTAN
21564697,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Illegal Parking,Street/Sidewalk,10040,DYCKMAN STREET,NEW YORK,Closed,MANHATTAN
21564490,10-02-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Missed Collection (All Materials),Sidewalk,10016,EAST 32 STREET,NEW YORK,Closed,MANHATTAN
21564534,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10027,BROADWAY,NEW YORK,Closed,MANHATTAN
21564562,10-02-2011 0:00,10-05-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10065,3 AVENUE,NEW YORK,Closed,MANHATTAN
21564499,10-02-2011 0:00,10-04-2011 0:00,Manhattan 04,Missed Collection (All Materials),Sidewalk,10018,WEST 37 STREET,NEW YORK,Closed,MANHATTAN
21560948,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10014,CHRISTOPHER STREET,NEW YORK,Closed,MANHATTAN
21562144,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10038,ANN STREET,NEW YORK,Closed,MANHATTAN
21562149,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10128,EAST 88 STREET,NEW YORK,Closed,MANHATTAN
21561437,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Store/Commercial,10031,BROADWAY,NEW YORK,Closed,MANHATTAN
21561455,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Bar/Restaurant,10003,2 AVENUE,NEW YORK,Closed,MANHATTAN
21561575,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10027,CLAREMONT AVENUE,NEW YORK,Closed,MANHATTAN
21560481,10-02-2011 0:00,10-02-2011 0:00,3-1-1 Call Center,Noise Survey,Home,10038,ANN STREET,NEW YORK,Closed,MANHATTAN
21564779,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10034,SEAMAN AVENUE,NEW YORK,Closed,MANHATTAN
21564780,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10017,LEXINGTON AVENUE,NEW YORK,Closed,MANHATTAN
21564783,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,SPRING STREET,NEW YORK,Closed,MANHATTAN
21564873,10-02-2011 0:00,10-03-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10029,2 AVENUE,NEW YORK,Closed,MANHATTAN
21564874,10-02-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10027,7 AVENUE,NEW YORK,Closed,MANHATTAN
21564786,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Vending,Street/Sidewalk,10012,PRINCE STREET,NEW YORK,Closed,MANHATTAN
21565156,10-02-2011 0:00,10-03-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10013,HARRISON STREET,NEW YORK,Closed,MANHATTAN
21565054,10-02-2011 0:00,10-11-2011 0:00,Department of Health and Mental Hygiene,Rodent,3+ Family Apt. Building,10029,EAST 97 STREET,NEW YORK,Closed,MANHATTAN
21564887,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10031,WEST 151 STREET,NEW YORK,Closed,MANHATTAN
21565985,10-02-2011 0:00,10-07-2011 0:00,Department of Transportation,Street Light Condition,,10002,DELANCEY STREET,NEW YORK,Closed,MANHATTAN
21565773,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10002,ORCHARD STREET,NEW YORK,Closed,MANHATTAN
21565774,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10018,WEST 39 STREET,NEW YORK,Closed,MANHATTAN
21565796,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Blocked Driveway,Street/Sidewalk,10014,WEST HOUSTON STREET,NEW YORK,Closed,MANHATTAN
21565560,10-02-2011 0:00,10-02-2011 0:00,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10007,WARREN STREET,NEW YORK,Closed,MANHATTAN
21565183,10-02-2011 0:00,10-04-2011 0:00,Department of Transportation,Street Light Condition,,10002,GRAND ST,NEW YORK,Closed,MANHATTAN
21565235,10-02-2011 0:00,10-04-2011 0:00,BCC - Manhattan,Sanitation Condition,Street,10003,EAST 14 STREET,NEW YORK,Closed,MANHATTAN
21565238,10-02-2011 0:00,10-06-2011 0:00,A - Manhattan,Dirty Conditions,Sidewalk,10034,RIVERSIDE DRIVE,NEW YORK,Closed,MANHATTAN
21565273,10-02-2011 0:00,10-08-2011 0:00,Department of Housing Preservation and Development,HEATING,RESIDENTIAL BUILDING,10032,WEST 158 STREET,NEW YORK,Closed,MANHATTAN
